Date,Open,High,Low,Close,Adj Close,Volume,Percent_Change,Total_Change
2022-04-19,13312.44043,13643.969727,13281.219727,13619.660156,13619.660156,4562840000,0.023077641369772448,307.21972599999935
2022-04-20,13665.379883,13678.549805,13426.129883,13453.070313,13453.070313,4678930000,-0.015536309405062109,-212.30956999999944
2022-04-21,13623.700195,13710.700195,13140.830078,13174.650391,13174.650391,5233110000,-0.03296092820398418,-449.0498040000002
2022-04-22,13168.799805,13212.599609,12828.019531,12839.290039,12839.290039,4475090000,-0.025022004349621214,-329.50976600000104
2022-04-25,12749.169922,13011.450195,12722.589844,13004.849609,13004.849609,4845160000,0.02005461442307708,255.67968700000165
2022-04-26,12918.040039,12918.040039,12490.740234,12490.740234,12490.740234,5168160000,-0.03307775821331767,-427.29980499999874
2022-04-27,12500.879883,12703.790039,12430.900391,12488.929688,12488.929688,4810720000,-0.0009559483101865943,-11.95019499999944
2022-04-28,12712.860352,12948.519531,12487.860352,12871.530273,12871.530273,5067150000,0.012481055923424701,158.6699210000006
2022-04-29,12710.419922,12861.830078,12315.740234,12334.639648,12334.639648,4733070000,-0.029564741079055504,-375.7802739999988
2022-05-02,12331.69043,12542.540039,12202.410156,12536.019531,12536.019531,4918240000,0.016569431592518443,204.32910099999935
2022-05-03,12511.459961,12645.830078,12460.990234,12563.759766,12563.759766,4547280000,0.004180152049642861,52.29980499999874
2022-05-04,12574.730469,12985.009766,12367.019531,12964.860352,12964.860352,5498050000,0.03102491015308613,390.1298829999996
2022-05-05,12787.519531,12787.519531,12183.55957,12317.69043,12317.69043,5308920000,-0.0367412225538363,-469.82910099999935
2022-05-06,12246.830078,12358.419922,11990.150391,12144.660156,12144.660156,5324480000,-0.008342560593172373,-102.16992200000095
2022-05-09,11923.030273,11990.610352,11574.94043,11623.25,11623.25,5939140000,-0.025142959980472432,-299.7802730000003
2022-05-10,11900.339844,11944.94043,11566.280273,11737.669922,11737.669922,6218260000,-0.013669350970847866,-162.66992200000095
2022-05-11,11645.570313,11844.509766,11339.179688,11364.240234,11364.240234,6152370000,-0.024157690129263092,-281.3300789999994
2022-05-12,11199.25,11547.330078,11108.759766,11370.959961,11370.959961,6679470000,0.015332273232582582,171.70996100000048
2022-05-13,11555.969727,11856.709961,11510.259766,11805.0,11805.0,5894020000,0.021549924314716085,249.0302730000003
2022-05-16,11727.139648,11804.589844,11627.530273,11662.790039,11662.790039,4930250000,-0.005487238229569071,-64.34960900000078
2022-05-17,11905.570313,11988.429688,11754.280273,11984.519531,11984.519531,5093960000,0.006631284006091926,78.94921799999975
2022-05-18,11790.679688,11826.219727,11381.69043,11418.150391,11418.150391,5064120000,-0.031595235122801595,-372.52929700000095
2022-05-19,11364.400391,11562.820313,11313.30957,11388.5,11388.5,5154410000,0.0021206230131671877,24.099609000000783
2022-05-20,11542.669922,11552.209961,11035.69043,11354.620117,11354.620117,5434370000,-0.01629170774792591,-188.04980499999874
2022-05-23,11396.280273,11552.070313,11304.55957,11535.269531,11535.269531,4552200000,0.01219601963715232,138.9892579999996
2022-05-24,11326.44043,11351.610352,11092.480469,11264.450195,11264.450195,4724430000,-0.0054730553154024855,-61.99023500000112
2022-05-25,11225.030273,11511.900391,11211.849609,11434.740234,11434.740234,4519690000,0.018682351485895227,209.70996100000048
2022-05-26,11409.839844,11796.969727,11406.160156,11740.650391,11740.650391,4672620000,0.028993443512176885,330.81054699999913
2022-05-27,11869.69043,12131.660156,11856.820313,12131.129883,12131.129883,4793900000,0.022025802150595686,261.43945299999905
2022-05-31,12137.540039,12190.080078,11942.5,12081.389648,12081.389648,6045500000,-0.004626175552836767,-56.15039099999922
2022-06-01,12176.889648,12237.94043,11901.429688,11994.459961,11994.459961,4719900000,-0.014981632606809661,-182.42968699999983
2022-06-02,11945.570313,12320.120117,11901.450195,12316.900391,12316.900391,4445840000,0.03108516950386972,371.33007799999905
2022-06-03,12097.120117,12167.44043,11966.620117,12012.730469,12012.730469,4130040000,-0.006976011412948451,-84.3896480000003
2022-06-06,12200.330078,12245.400391,12004.200195,12061.370117,12061.370117,4647010000,-0.011389852578708278,-138.95996100000048
2022-06-07,11925.80957,12194.860352,11888.610352,12175.230469,12175.230469,4411240000,0.020914378813110687,249.42089900000065
2022-06-08,12147.280273,12235.780273,12052.700195,12086.269531,12086.269531,4708980000,-0.005022584531585245,-61.01074200000039
2022-06-09,12016.469727,12115.05957,11751.980469,11754.230469,11754.230469,5408460000,-0.021823319490479803,-262.2392579999996
2022-06-10,11543.879883,11569.150391,11328.269531,11340.019531,11340.019531,5152020000,-0.017659604402174435,-203.8603519999997
2022-06-13,10986.849609,11071.480469,10775.139648,10809.230469,10809.230469,5937320000,-0.0161665214616665,-177.6191400000007
2022-06-14,10897.429688,10926.80957,10733.040039,10828.349609,10828.349609,4819890000,-0.006339116743838117,-69.08007899999939
2022-06-15,10968.400391,11244.259766,10866.389648,11099.150391,11099.150391,5368500000,0.011920607867970017,130.75
2022-06-16,10806.019531,10831.070313,10565.139648,10646.099609,10646.099609,5696630000,-0.01479915167108716,-159.91992199999913
2022-06-17,10697.549805,10884.709961,10638.719727,10798.349609,10798.349609,7452830000,0.009422700135771905,100.79980400000022
2022-06-21,10974.049805,11164.990234,10974.049805,11069.299805,11069.299805,5226260000,0.008679566950443597,95.25
2022-06-22,10941.950195,11216.769531,10938.05957,11053.080078,11053.080078,5238180000,0.010156314095706906,111.12988300000143
2022-06-23,11137.679688,11260.269531,11046.280273,11232.19043,11232.19043,5258200000,0.008485676069660048,94.51074200000039
2022-06-24,11351.30957,11613.230469,11337.780273,11607.620117,11607.620117,9468130000,0.022579821774695988,256.31054700000095
2022-06-27,11661.019531,11677.490234,11487.070313,11524.549805,11524.549805,5047860000,-0.011703069841981157,-136.46972599999935
2022-06-28,11542.240234,11635.849609,11177.679688,11181.540039,11181.540039,5433220000,-0.03125044945239365,-360.70019500000126
2022-06-29,11160.219727,11226.330078,11072.19043,11177.889648,11177.889648,5650860000,0.00158329508130128,17.669921000000613
2022-06-30,11048.25,11160.919922,10850.009766,11028.740234,11028.740234,5654520000,-0.0017658693458239285,-19.509765999999217
2022-07-01,11006.830078,11132.549805,10922.709961,11127.849609,11127.849609,4865730000,0.010994948603948087,121.01953099999992
2022-07-05,10964.179688,11323.889648,10911.450195,11322.240234,11322.240234,5053570000,0.032657303709815,358.0605460000006
2022-07-06,11337.900391,11443.150391,11250.320313,11361.849609,11361.849609,4851170000,0.0021123150825184886,23.949218000001565
2022-07-07,11422.599609,11644.469727,11412.879883,11621.349609,11621.349609,4685050000,0.017399716947392826,198.75
2022-07-08,11503.610352,11689.700195,11479.769531,11635.30957,11635.30957,4526570000,0.01144851172546041,131.69921799999975
2022-07-11,11524.490234,11541.099609,11348.05957,11372.599609,11372.599609,4362910000,-0.01317981289548811,-151.890625
2022-07-12,11420.889648,11483.169922,11207.080078,11264.730469,11264.730469,4317860000,-0.013673118628490247,-156.15917900000022
2022-07-13,11056.549805,11325.669922,11031.269531,11247.580078,11247.580078,4433060000,0.01727756636284607,191.0302730000003
2022-07-14,11151.209961,11279.969727,11005.929688,11251.19043,11251.19043,4481070000,0.008965885258162084,99.98046900000008
2022-07-15,11379.360352,11454.69043,11295.330078,11452.419922,11452.419922,4369060000,0.006420358239833641,73.05956999999944
2022-07-18,11561.639648,11629.030273,11322.839844,11360.049805,11360.049805,5057920000,-0.017436094631687635,-201.58984299999975
2022-07-19,11515.0,11721.219727,11448.969727,11713.150391,11713.150391,5302740000,0.017208023534520122,198.15039099999922
2022-07-20,11726.089844,11939.959961,11703.360352,11897.650391,11897.650391,5467080000,0.014630669667586006,171.56054699999913
2022-07-21,11914.150391,12060.589844,11812.719727,12059.610352,12059.610352,4680930000,0.012209008299062732,145.45996100000048
2022-07-22,12025.370117,12093.019531,11767.19043,11834.110352,11834.110352,4721880000,-0.015904688432801,-191.2597650000007
2022-07-25,11837.959961,11855.110352,11707.530273,11782.669922,11782.669922,4346520000,-0.0046705715496718715,-55.29003900000134
2022-07-26,11701.530273,11711.30957,11533.370117,11562.570313,11562.570313,4349760000,-0.011875366448492214,-138.95996000000014
2022-07-27,11756.19043,12081.730469,11718.379883,12032.419922,12032.419922,4588480000,0.023496513912798073,276.2294919999986
2022-07-28,12036.480469,12179.089844,11886.669922,12162.589844,12162.589844,4924950000,0.010477263293434918,126.109375
2022-07-29,12239.69043,12426.259766,12181.129883,12390.69043,12390.69043,4907410000,0.012336913328289137,151.0
2022-08-01,12317.959961,12499.719727,12271.980469,12368.980469,12368.980469,4396390000,0.004141960857279621,51.02050799999961
2022-08-02,12287.669922,12503.339844,12260.480469,12348.759766,12348.759766,4792140000,0.004971637778992098,61.089844000000085
2022-08-03,12433.870117,12699.639648,12425.209961,12668.160156,12668.160156,5667990000,0.018842889365529917,234.29003899999952
2022-08-04,12675.040039,12736.19043,12600.780273,12720.580078,12720.580078,5451470000,0.0035928911356396974,45.54003900000134
2022-08-05,12538.799805,12720.44043,12525.769531,12657.549805,12657.549805,4911300000,0.00947060339480394,118.75
2022-08-08,12703.719727,12855.150391,12597.75,12644.459961,12644.459961,5238600000,-0.004664757037582526,-59.25976599999922
2022-08-09,12557.490234,12582.910156,12438.860352,12493.929688,12493.929688,5307340000,-0.005061564438083927,-63.56054600000061
2022-08-10,12793.44043,12861.44043,12698.610352,12854.799805,12854.799805,5196210000,0.004796159042263192,61.359375
2022-08-11,12944.820313,13026.240234,12760.089844,12779.910156,12779.910156,5815960000,-0.012739470538218837,-164.91015700000025
2022-08-12,12866.30957,13047.19043,12821.219727,13047.19043,13047.19043,4782610000,0.014058488101495379,180.88086000000112
2022-08-15,12996.629883,13146.05957,12993.780273,13128.049805,13128.049805,4476040000,0.01011184616189635,131.41992200000095
2022-08-16,13082.639648,13181.089844,12979.240234,13102.549805,13102.549805,5028410000,0.0015218761301771394,19.910157000000254
2022-08-17,12968.629883,13053.509766,12863.009766,12938.120117,12938.120117,5229520000,-0.0023525820595738578,-30.509765999999217
2022-08-18,12937.790039,13002.660156,12873.490234,12965.339844,12965.339844,4724350000,0.0021294057885429996,27.54980500000056
2022-08-19,12832.269531,12859.009766,12674.870117,12705.219727,12705.219727,4628170000,-0.009900805441553051,-127.04980400000022
2022-08-22,12523.160156,12538.549805,12353.730469,12381.570313,12381.570313,4270980000,-0.011306239099095313,-141.58984299999975
2022-08-23,12380.370117,12490.849609,12352.030273,12381.299805,12381.299805,3836180000,7.509371619864386e-05,0.9296880000001693
2022-08-24,12375.150391,12504.330078,12350.160156,12431.530273,12431.530273,3917170000,0.0045558946936923,56.37988200000109
2022-08-25,12506.370117,12641.259766,12471.980469,12639.269531,12639.269531,4323470000,0.010626537736904841,132.89941399999952
2022-08-26,12630.580078,12655.839844,12141.519531,12141.709961,12141.709961,4530000000,-0.03870527829925377,-488.8701170000004
2022-08-29,12021.049805,12124.870117,11981.419922,12017.669922,12017.669922,4209850000,-0.0002811637132220856,-3.3798830000014277
2022-08-30,12093.05957,12101.849609,11790.019531,11883.139648,11883.139648,4681520000,-0.017358710654230173,-209.91992199999913
2022-08-31,11972.55957,12027.429688,11814.169922,11816.200195,11816.200195,4952010000,-0.013059811821007294,-156.359375
2022-09-01,11707.44043,11798.370117,11546.519531,11785.129883,11785.129883,4792890000,0.006635904189691362,77.68945299999905
2022-09-02,11899.139648,11945.910156,11573.509766,11630.860352,11630.860352,4257410000,-0.02254610870501825,-268.2792960000006
2022-09-06,11643.030273,11679.429688,11471.5,11544.910156,11544.910156,4622940000,-0.008427369396053135,-98.12011700000039
2022-09-07,11559.379883,11819.070313,11555.080078,11791.900391,11791.900391,4445640000,0.020115309848235015,232.5205079999996
2022-09-08,11679.860352,11896.730469,11660.530273,11862.129883,11862.129883,4329910000,0.01560545464644952,182.26953099999992
2022-09-09,11958.610352,12132.669922,11958.610352,12112.30957,12112.30957,4401590000,0.01285259854413557,153.69921799999975
