Date,Open,High,Low,Close,Adj Close,Volume,Percent_Change,Total_Change
2023-03-28,11752.759766,11752.759766,11635.030273,11716.080078,11716.080078,4036910000,-0.003120942547137771,-36.67968799999835
2023-03-29,11855.589844,11941.599609,11823.349609,11926.240234,11926.240234,4493540000,0.005959247150891964,70.6503900000007
2023-03-30,12010.450195,12044.790039,11953.370117,12013.469727,12013.469727,4738880000,0.0002514087274811145,3.019532000000254
2023-03-31,12031.540039,12227.929688,12030.44043,12221.910156,12221.910156,5521150000,0.015822589326297334,190.3701170000004
2023-04-03,12146.089844,12196.339844,12086.519531,12189.450195,12189.450195,4816440000,0.0035699020472352893,43.360350999999355
2023-04-04,12208.490234,12224.679688,12081.80957,12126.330078,12126.330078,4298760000,-0.0067297556393327174,-82.16015599999992
2023-04-05,12081.759766,12086.75,11931.849609,11996.860352,11996.860352,4378590000,-0.007027073509516389,-84.89941399999952
2023-04-06,11939.080078,12098.5,11898.360352,12087.959961,12087.959961,3862800000,0.012469962679481377,148.8798829999996
2023-04-10,11975.129883,12084.950195,11924.200195,12084.360352,12084.360352,4334070000,0.009121443363638555,109.23046900000008
2023-04-11,12080.240234,12091.269531,12011.400391,12031.879883,12031.879883,4676960000,-0.0040032607020421915,-48.360351000001174
2023-04-12,12110.870117,12134.5,11916.540039,11929.339844,11929.339844,4909770000,-0.014989036398399375,-181.5302730000003
2023-04-13,11997.419922,12178.799805,11995.94043,12166.269531,12166.269531,4942990000,0.014073826714223497,168.84960900000078
2023-04-14,12117.910156,12205.719727,12026.549805,12123.469727,12123.469727,4655740000,0.00045878958734869315,5.559570999999778
2023-04-17,12108.230469,12159.019531,12064.099609,12157.719727,12157.719727,4823180000,0.004087241164322407,49.48925799999961
2023-04-18,12234.599609,12245.426758,12110.227539,12153.411133,12153.411133,4467018000,-0.0066359732720862735,-81.18847600000117
